annotator,title,comment_id,comment_text,context,stance_pro,stance_con,word_count
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IFCBwKY2J,Et LFI en Palestine pour aider la population 🎉,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,palestine,lfi,9
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IFnVAM6nt,Kéké rose macron😂,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,3
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IGbp9Tabu,je propose même d'y envoyer ces journalistes qui doivent en rêver.,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,journalisme francais,11
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IIslzrO-U,@user 👏👏👏,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",2
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IMxV1lxOq,Ce plateau est honteux. La dégradation total de la France :😢,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"bfmtv, journalisme francais",11
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IN6k4N4on,@user BHL sans casque et en chemise rose,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,aide a l ukraine,8
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IN9f7LqCZ,Macron en tête évidemment,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,4
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4INDzLcUTZ,T'es un génie !,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",4
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4INtuKdKmg,et Poutine ...sur le front,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,vladimir poutine,5
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IOsKKBf5f,Bonne idée . Et les journalistes de LCI comme instructeurs.-,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, journalisme francais",10
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IPnzEg_Uf,"En lisant tous les postes, je constate que le vote est bouclé avec 99,99% des voix en faveur. Macron et les siens seront donc au front.-",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",26
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IPo3EUGgL,Excellent,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",1
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IQn7aytYe,Le régime Macron a tué ou mutilé plus de français que tout autre régime de cette cinquième République.,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,18
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IQzLtZ_12,"Pétain ou Macron, vous avez fait votre choix les collabos",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,10
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4ISI_r36nI,J'approuve a 1000%,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,aide a l ukraine,emmanuel macron,3
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4ISzPb40rs,Sans oublier ses journalistes,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"emmanuel macron, journalisme francais",4
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IViedatOk,Et quelques journalistes :),Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,journalisme francais,4
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IXnTqy043,"@user Si tu apprenais davantage l’histoire à l’école, tu aurais appris que la Russie a été un allié de l’Allemagne avant le début de la Seconde Guerre mondiale. La Russie avec l’Allemagne a déclenché la seconde guerre mondial. La campagne de la Pologne, également connue sous le nom de campagne de septembre (en polonais : Kampania wrześniowa) ou guerre défensive de 1939 (en polonais : Wojna obronna 1939 roku) en Pologne, et invasion de la Pologne (en allemand : Polenfeldzug) ou plan Blanc (en allemand : Fall Weiss) en Allemagne, est une opération militaire déclenchée par l'Allemagne avec l'appui de la ville libre de Dantzig et d'un contingent slovaque, et par l'Union soviétique, dans le but d'envahir et de partager la Pologne. Cette offensive lancée par surprise provoque l'entrée en guerre de la France et du Royaume-Uni, puis fait basculer l'Europe dans la Seconde Guerre mondiale. Mais bon, on se sent bien dans l’ignorance ou la rhétorique rusée.",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,russie,158
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IZOa9VUqm,"T’est un fou mec macron doit être destitué depuis longtemps seulement les parlementaires f9nt pas leurs boulot sauf pour le 49,3 rappeler vous. ...",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"democratie francaise, emmanuel macron",24
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IZkVx0oiQ,Excellente idée N'oublions pas les journalopes 😂,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"emmanuel macron, journalisme francais",7
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IaaMsiq_H,"@user Néologisme de bouzzeux du RN.lepen.bardella et ses amis soutiennent la guerre coloniale de Poutine, bande.d.e.lache",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"guerre en ukraine, vladimir poutine",16
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IboQeA5Oo,Excellente idée !,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",3
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IcH8_B7pi,J'ai adoré. Bravo.,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,3
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IcUbWn-bP,Brillant ! 😂,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",3
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IexSExlTP,Très bonne idée !!!!,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,aide a l ukraine,emmanuel macron,4
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IlxNhxBW1,Tout à fait d accord et vous verrez qu ils changeront vite d'avis!,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",13
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4ImDgp4opn,"@user je suis sur que jean bribri est bien plus courageux que macron, plus de testo.",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,16
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4IyyRubGnt,Ça grouille de trolls africains et de collabo français ( de l extrême droite et de gauche ) ici 🤮🙄,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,trolls russes,20
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4J5ZP2swn1,"@user
Ses électeurs, ça va pas faire beaucoup de monde en réalité.",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"democratie francaise, emmanuel macron",12
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4J5sE2t4DR,tu a oublié LCI???😂😂😂😂,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,journalisme francais,4
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4J6GyQ_op0,Brigitte surtout en première ligne ils va nous montrée qui la des coronesse,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,13
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4J7bgAuC0D,"Merci, on est d'accord, on veut la paix entre la russie et l'ukraine, pas la guerre, si c'est la cas on vous donne Macron c'est très bien",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"emmanuel macron, guerre en ukraine",27
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JAZfvuwV0,Vive l'Ukraine,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,guerre en ukraine,,2
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JB6y-guJc,N'oubliez pas les journalistes 😅,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,journalisme francais,5
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JBdLZ1wAd,Pas mal 😂😂😂,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,3
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JBzEYD4R3,👍,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",1
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JC_C6ZKUN,"@user pourquoi pas les migrants qui critiquent la France. On fera un lot avec les électeurs du RN, eux aussi critiquent la France... Mais pour rassurer tout le monde, il y a aussi des électeurs de LFI...
Après ce nettoyage, nous respirerons mieux et la France redeviendra la France.",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,lfi,49
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JCsKK6gNY,"Et pour une fois ,je regarderai BFM 😅 admirer la défaite de Manu 😅",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,14
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JIXukUoUQ,Je suis d'accord,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,aide a l ukraine,emmanuel macron,3
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JJx5plFAn,Tem toda razão sem dúvida nenhuma.,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",6
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JLI6-TTk_,@user moi aussi😃,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,3
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JMpu2eeeZ,Je valide 😂😂😂,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,3
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JNi35XhHd,"🤣🤣🤣🤣🤣 Vider la cote d azur, alors.",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,emmanuel macron,7
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JNucv-eeP,Surtout,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",1
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JODrnhpRJ,"Peut aussi envoyer Hollande, Mélanchon, Sarko, Fillon, Nadine Morano…….",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, lfi",9
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JQ6NrRTqE,@user réalité toutes la pseudo élites !!,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",7
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JQ7hGowUZ,l'idée du siècle.,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,aide a l ukraine,emmanuel macron,3
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JQTWAtwj7,@user 😂 ta toujours pas réussi à comprendre que c était la même élites le RN est Macron1er juste le RN le côté raciste en plus ! Mais niveau économique c est la même chose. Et l élites se fout que ce soit le RN tant que les privilégiés reste dans la même situation ! Et que la société soit pas plus égalitaire,Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"democratie francaise, emmanuel macron",63
ai,Guerre en Ukraine/ingérence: l'interview du porte-parole de l'ambassade de Russie en intégralité,Ugw7NcMuZ2HOMdXuUV14AaABAg.A4HDeiIf2S9A4JVClfZe62,"Merci pour votre commentaire réfléchi et plein de bon sens 🙏 Les français doivent envoyer Macron, Yaël brann-pivet, Habib Meyer le porc, BHL, Gabriel Attal et toute sa clique 👊",Il faut absolument aider l Ukraine en envoyant macron et ses électeurs,,"aide a l ukraine, emmanuel macron",30
