annotator,title,comment_id,comment_text,author,stance_pro,stance_con,argument_type,pathos_type,ethos_appeal,ethos_challenge,word_count,context,timestamp,published_date,like_count,mentions,root_comment_id,root_comment_text,lang
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OtK-ptXS8,"Meanwhile, we give them special privileges in our prisons. Islamists basically run our prisons",user_0011,,the west,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, )",,,14,,2024-03-25 06:52:25+00:00,2024-03-25T06:52:25Z,0,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1Otj3AdnAS,"Well, yes, who was on the video in Crocus, and later admitted everything during the arrest",user_0012,russia,,"appeal to reason, giving evidence (logos)",,,,17,Let's be honest they have just arrested the first brown guy they could find,2024-03-25 06:55:59+00:00,2024-03-25T06:55:59Z,48,TrickyTree84,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1Otp8pEwrj,​ I really doubt it. I see the hand of the West on this. This is my first time of every accusing the West of anything evil. And by the West I refer specifically to the US and France.,user_0013,ukraine,the west,"appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, )",author,"us, france, the west",39,Zelensky is complicit in this horror,2024-03-25 06:56:48+00:00,2024-03-25T06:56:48Z,52,garycallihan4206,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OuE8pz9Yl,no one believes a word Russians or Pootin says,user_0006,,russia,"appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, )",,"putin, russia",10,"Well, yes, who was on the video in Crocus, and later admitted everything during the arrest | Let's be honest they have just arrested the first brown guy they could find",2024-03-25 07:00:21+00:00,2024-03-25T07:00:21Z,0,dedkaren,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OvWqsqOQX,The sad part is that these shooters are very young and they were brainwashed,user_0014,,terrorism,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, )",,,14,,2024-03-25 07:11:39+00:00,2024-03-25T07:11:39Z,16,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1Ow8Cvn_vj,"Of course, its not like they are a ton of videos where their faces show up and they look and have the same faces.",user_0015,,russia,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)",sarcasm/irony(the opposite meaning),,,25,"no one believes a word Russians or Pootin says | Well, yes, who was on the video in Crocus, and later admitted everything during the arrest",2024-03-25 07:17:01+00:00,2024-03-25T07:17:01Z,38,TrickyTree84,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OwfhYUjW9,This is due to the lack of education where they grew up.,user_0016,,terrorism,"appeal to reason, giving evidence (logos)",,,,13,The sad part is that these shooters are very young and they were brainwashed,2024-03-25 07:21:44+00:00,2024-03-25T07:21:44Z,7,thinkabout.2504,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OwrpHDe0L,"There is no need to invent, their conditions are quite good, compared to many countries.",user_0016,russia,terrorism,"appeal to reason, giving evidence (logos), appeal to/challenging authority (ethos)",,,user,15,,2024-03-25 07:23:23+00:00,2024-03-25T07:23:23Z,6,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OxRduLCFf,going to russia in the first place is like walking into the gates of hell,user_0017,,russia,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, )",,,15,,2024-03-25 07:28:25+00:00,2024-03-25T07:28:25Z,17,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OxvJhnlWI,You sure they aren't some random guys being used as scape goats? Don't think those guys would be taken alive.,user_0018,,russia,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, )",,,20,,2024-03-25 07:32:36+00:00,2024-03-25T07:32:36Z,19,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OxyYXaWQt,​lol people like you probabky think Floyd George was an innocent bystander,user_0019,russia,the west,"appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, )",,user,12,"no one believes a word Russians or Pootin says | Well, yes, who was on the video in Crocus, and later admitted everything during the arrest",2024-03-25 07:33:03+00:00,2024-03-25T07:33:03Z,29,TrickyTree84,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OyZ0zzfXo,​In Guantanamo bay detention camp?,user_0020,,the west,"appeal to reason, giving evidence (logos)",,,,5,I guess you meant to say only medieval states treat suspects like this. In civilized countries the punishment comes only after the trial.,2024-03-25 07:38:10+00:00,2024-03-25T07:38:10Z,10,user-dl7ju,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1Oydn0CZKj,​ Yes! Obama who created and funded ISIS visited UK a few days ago !!,user_0021,,the west,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, )",,"obama, the west",15,"no one believes a word Russians or Pootin says | Well, yes, who was on the video in Crocus, and later admitted everything during the arrest",2024-03-25 07:38:57+00:00,2024-03-25T07:38:57Z,0,TrickyTree84,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OyzakYGYb,​They are hired and are drug users. Desperate for cash,user_0021,,other,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, )",,,10,The sad part is that these shooters are very young and they were brainwashed,2024-03-25 07:41:55+00:00,2024-03-25T07:41:55Z,0,thinkabout.2504,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OzLV_Bv_X,"​Russia has the best economy in Europe and high standards of living You have no idea, do you? Jealous much ?",user_0021,russia,,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, )",,user,21,@user stalin removed unwanted people from photos. you did it 80 years ago | Typical western Photoshop,2024-03-25 07:45:03+00:00,2024-03-25T07:45:03Z,19,ISirSmoke,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OzQdDeYkW,"​No, those are the brainiac CIA chose to hire",user_0021,,the west,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, )",,cia,9,You sure they aren't some random guys being used as scape goats? Don't think those guys would be taken alive.,2024-03-25 07:45:45+00:00,2024-03-25T07:45:45Z,0,pugilist102,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1OzXvz2-HG,"British have done fare worse and still does, ask the Irish about British Justice or Assange People should look into the mirror before making statements",user_0022,russia,the west,"appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, )","irish, assange",uk,25,,2024-03-25 07:46:45+00:00,2024-03-25T07:46:45Z,24,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1P-7yyVNiT,"They torture and abuse innocent people let alone the ones they believe to be guilty. 4, people don’t compensate the loss of 150, casualties. I feel like this treatment will start a different war or more attacks?",user_0023,,"russia, torturing suspects","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, )",,,37,,2024-03-25 07:51:56+00:00,2024-03-25T07:51:56Z,0,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1P-WDOBBRP,​Absolutely no idea this complete and utter clown.,user_0024,,other,appeal to/challenging authority (ethos),,,user,8,"​@user ! Check out what Nuland said in her last visit to Ukraine, before she promptly retired out of the blue | ​Ah, yes, a fellow man of culture😂. I can tell you're a dev and have played battlefield or own a firearm 😂",2024-03-25 07:55:15+00:00,2024-03-25T07:55:15Z,0,ThePlantageNot,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1P-ePpgYHo,​And their homelessness is one of the lowest in the world too,user_0024,russia,,"appeal to reason, giving evidence (logos)",,,,12,"​@user ! Check out what Nuland said in her last visit to Ukraine, before she promptly retired out of the blue | ​Ah, yes, a fellow man of culture😂. I can tell you're a dev and have played battlefield or own a firearm 😂",2024-03-25 07:56:30+00:00,2024-03-25T07:56:30Z,0,ThePlantageNot,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1P2-FgMzh4,Hell in a Cell,user_0025,,russia,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, )",,,4,,2024-03-25 08:16:58+00:00,2024-03-25T08:16:58Z,3,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PBB4uRh1x,"​ Yeah, well, criminals are treated like royalty in the US ...Criminals are treated better than victims..",user_0026,,the west,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, )",,,17,I guess you meant to say only medieval states treat suspects like this. In civilized countries the punishment comes only after the trial.,2024-03-25 09:37:13+00:00,2024-03-25T09:37:13Z,6,user-dl7ju,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PBFnQcem5,The accused will get special hospitality in the Russian Human Experiment Cell..,user_0027,,russia,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, ), sarcasm/irony(the opposite meaning)",,,12,,2024-03-25 09:37:52+00:00,2024-03-25T09:37:52Z,7,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PBGBxo5AD,​shut up you bot.,user_0028,the west,russia,,,,,4,Zelensky is complicit in this horror,2024-03-25 09:37:55+00:00,2024-03-25T09:37:55Z,0,garycallihan4206,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PCj7Aygl_,Half their military are Muslim. Don’t be daft.,user_0029,russia,,"appeal to reason, giving evidence (logos), appeal to/challenging authority (ethos)",,,user,8,"no one believes a word Russians or Pootin says | Well, yes, who was on the video in Crocus, and later admitted everything during the arrest",2024-03-25 09:50:45+00:00,2024-03-25T09:50:45Z,4,TrickyTree84,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PDk6fZznf,half their cannon fodder,user_0006,,russia,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, )",,,5,Half their military are Muslim. Don’t be daft. | no one believes a word Russians or Pootin says,2024-03-25 09:59:37+00:00,2024-03-25T09:59:37Z,0,Threemore650,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PLlyMyVpe,​they have them confessing on camera,user_0030,russia,,"appeal to reason, giving evidence (logos)",,,,6,half their cannon fodder | Half their military are Muslim. Don’t be daft.,2024-03-25 11:09:47+00:00,2024-03-25T11:09:47Z,5,TrickyTree84,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PMyUMEmvB,"Oh, sure. Like there is a lack of witnesses",user_0031,russia,,appeal to emotion or moral values (pathos),sarcasm/irony(the opposite meaning),,,10,half their cannon fodder | Half their military are Muslim. Don’t be daft.,2024-03-25 11:20:14+00:00,2024-03-25T11:20:14Z,1,TrickyTree84,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PRfTk-PCh,in Russia people do as they are told,user_0006,russia,russia,appeal to emotion or moral values (pathos),"positive emotion (hope, pride, happiness, admiration) ",,,9,"In Europe they would not be taken alive. In Russia the authorities would do their best to capture them alive. If they had been indeed from ISIS, they would not have been taken alive As for their identity, there are numerous videos + a lot of witnesses | You sure they aren't some random guys being used as scape goats? Don't think those guys would be taken alive.",2024-03-25 12:01:20+00:00,2024-03-25T12:01:20Z,2,ekaterinalokshina2043,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PRijErfda,yeah because they were not tortured,user_0006,,"russia, torturing suspects",appeal to emotion or moral values (pathos),sarcasm/irony(the opposite meaning),,,7,​they have them confessing on camera | half their cannon fodder,2024-03-25 12:01:46+00:00,2024-03-25T12:01:46Z,0,Hiberno_sperg,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PTIvq3eye,I mean they have visible marks on them so they almost certainly were tortured,user_0030,,"russia, torturing suspects","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, )",,,15,yeah because they were not tortured | ​they have them confessing on camera,2024-03-25 12:15:35+00:00,2024-03-25T12:15:35Z,3,TrickyTree84,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PTaZ7BP1m,"People are expected to be law-abiding all over the world, aren't they?",user_0031,,,,,,,13,yeah because they were not tortured | ​they have them confessing on camera,2024-03-25 12:18:08+00:00,2024-03-25T12:18:08Z,1,TrickyTree84,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PUB4kZGLA,"I don't care. Just don't believe a single word Russia says. Not a single world. Even if they tell the truth, they are not to be trusted",user_0006,,russia,"appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, )",,russia,28,"People are expected to be law-abiding all over the world, aren't they? | yeah because they were not tortured",2024-03-25 12:23:15+00:00,2024-03-25T12:23:15Z,0,ekaterinalokshina2043,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PV9LvHpYf,"​nice try, Igor. Try harder or you will have to go to the front...",user_0032,,russia,"appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)",sarcasm/irony(the opposite meaning),,user,14,​ I really doubt it. I see the hand of the West on this. This is my first time of every accusing the West of anything evil. And by the West I refer specifically to the US and France. | Zelensky is complicit in this horror,2024-03-25 12:31:45+00:00,2024-03-25T12:31:45Z,1,diligenceeke3023,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1P_T7Ldm6i,Bore off,user_0033,,,,,,,2,"​​@user Warning for 24 hours not weeks, with NO supporting information UK / US always cry wolf and if they did know of a Real Terrorist Attack then they must also know the actors, so by not supplying this information makes them complicit, could explain Nulands suprise retirement as she did brag and supported such Attacks against Russia ISIS members do serve in Ukraine Military and somehow MSM avoids this fact | ​😂😂😂the us warned them a week ago about an attack happening and they dropped the ball. The same thing happend in the US a few years back Russia warned them about a known terrorist living and training. The US did nothing with that information and a week later they set some bombs off in Boston.",2024-03-25 13:18:08+00:00,2024-03-25T13:18:08Z,0,ButlerProspect,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PcMZg4oT3,"""​Phew! I thought the C.I.A was lying again...but they wouldn't."" - comment deleted from BBC YT comment section.",user_0034,,the west,appeal to/challenging authority (ethos),,,"bbc, cia",18,,2024-03-25 13:43:28+00:00,2024-03-25T13:43:28Z,1,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1Pj5aocOZe,"ohh no it was Australia no wait New zealand that ordered this.... no wait maybe Japan, anything except Russia fault",user_0035,,russia,"appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)",sarcasm/irony(the opposite meaning),,russia,21,​ I really doubt it. I see the hand of the West on this. This is my first time of every accusing the West of anything evil. And by the West I refer specifically to the US and France. | Zelensky is complicit in this horror,2024-03-25 14:42:19+00:00,2024-03-25T14:42:19Z,3,diligenceeke3023,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1Po71ggJC-,yea why do you think hitler killed himself lmao,user_0036,russia,russia,appeal to emotion or moral values (pathos),sarcasm/irony(the opposite meaning),,,9,,2024-03-25 15:26:12+00:00,2024-03-25T15:26:12Z,1,,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
624,Moscow terror attack - injured suspects appear in court accused of killing 137 people | BBC News,UgyRY9NF6V0O980s26d4AaABAg.A1OfePf-Qo1A1PomE1G6Wl,Everything is a joke to stupid uninformed people.,user_0013,,russia,appeal to/challenging authority (ethos),,user,,9,"ohh no it was Australia no wait New zealand that ordered this.... no wait maybe Japan, anything except Russia fault | ​ I really doubt it. I see the hand of the West on this. This is my first time of every accusing the West of anything evil. And by the West I refer specifically to the US and France.",2024-03-25 15:31:58+00:00,2024-03-25T15:31:58Z,0,user-tz2ch1im3r,UgyRY9NF6V0O980s26d4AaABAg,Getting caught alive for something like this in Russia is like walking into the gates of hell,en
